-0.101239674,0.20506792,0.0012950643,-0.3460433,-0.030994756,-0.09436004,-0.13694373,0.2177858,-0.004981699,0.076697975,-0.095513016,-0.11166482,-0.07126172,0.058647968,-0.12178396,0.17101638,0.16766216,0.033892713,0.18827829,0.07124808,-0.28155708,-0.041150063,-0.13883105,-0.29963747,-0.2579645,-0.32856393,-0.12992644,-0.07682439,-0.0068154703,0.2770389,0.31062198,-0.08650198
-0.28490978,0.08060744,-0.109324224,-0.22511232,-0.22719476,0.024943214,-0.0389151,0.2492208,0.0088414615,0.12803106,-0.11331732,-0.030985067,0.0965736,0.040429085,-0.089811035,0.07806736,0.046228047,-0.009499066,0.18201175,0.096356966,-0.34084293,-0.0075960406,0.1061037,-0.22543275,-0.1277753,-0.18291986,-0.11481895,-0.12028248,-0.01433958,0.071338154,0.2665154,-0.19895115
-0.16621396,0.13852872,0.1790483,-0.36522856,-0.21828108,0.07417734,-0.1278603,0.12682976,-0.0027668066,0.26843247,0.06192395,-0.0051131286,-0.04453314,0.021460729,-0.2328157,0.09873778,0.22100265,0.071646534,0.10827454,0.045858897,-0.3314735,0.20189919,-0.22312278,-0.25851554,-0.07345049,-0.30536506,-0.10308928,-0.0606697,0.11104798,0.3283895,0.17918366,-0.22543512
-0.14946407,0.10877082,0.056966443,-0.3003352,0.14825548,0.13264203,-0.2530698,-0.25547975,0.17248528,0.044799685,0.08756814,-0.13548791,0.03539325,-0.06995961,-0.35561374,0.016637994,0.28466332,0.13262753,0.10546774,0.16556823,-0.34679452,0.14797196,-0.009939731,-0.29967442,-0.2436538,-0.33783638,-0.17298444,-0.053693064,-0.056035228,0.3368578,0.19088823,-0.13207325
-0.16100454,0.0909649,0.0992528,-0.27128792,-0.1970313,0.046074703,0.018221544,-0.028219895,0.18089762,0.103863806,-0.017698685,-0.17928776,-0.094994865,0.10250869,-0.20763142,0.16093262,0.045085806,0.071341254,0.17978612,-0.13050261,-0.38101053,-0.02950625,-0.21312656,-0.3014792,-0.20614994,-0.34376824,-0.18871652,-0.14529333,-0.09727855,0.34731528,0.31695724,-0.07282875
-0.14946407,0.10877082,0.056966443,-0.3003352,0.14825548,0.13264203,-0.2530698,-0.25547975,0.17248528,0.044799685,0.08756814,-0.13548791,0.03539325,-0.06995961,-0.35561374,0.016637994,0.28466332,0.13262753,0.10546774,0.16556823,-0.34679452,0.14797196,-0.009939731,-0.29967442,-0.2436538,-0.33783638,-0.17298444,-0.053693064,-0.056035228,0.3368578,0.19088823,-0.13207325
-0.16561534,0.050064627,-0.0378343,-0.2253344,0.016209763,-0.11449794,0.07203094,-0.36345008,0.11449436,0.026167113,0.07213373,-0.08137067,-0.07823698,0.2560552,-0.10806146,0.058322936,-0.034504805,-0.092082694,0.16004644,0.060634542,-0.3415902,0.120579295,-0.11142032,-0.2274655,-0.1638287,-0.37446946,-0.09690871,-0.08648831,-0.18997146,0.35382345,0.2431742,0.060340915
-0.15044904,0.23963581,0.16572276,-0.30660596,-0.08247247,0.1765465,-0.1218395,0.09547291,-0.10166406,0.1556574,0.024249075,-0.10920512,-0.08421583,-0.16356663,-0.043863866,-0.020100627,0.18914118,0.116353214,0.2352234,-0.10045001,-0.35385844,0.15193169,-0.24045227,-0.1819353,-0.05500734,-0.27829534,-0.11693629,-0.061845627,-0.029386852,0.36744186,0.019436559,-0.017822618
-0.101239674,0.20506792,0.0012950643,-0.3460433,-0.030994756,-0.09436004,-0.13694373,0.2177858,-0.004981699,0.076697975,-0.095513016,-0.11166482,-0.07126172,0.058647968,-0.12178396,0.17101638,0.16766216,0.033892713,0.18827829,0.07124808,-0.28155708,-0.041150063,-0.13883105,-0.29963747,-0.2579645,-0.32856393,-0.12992644,-0.07682439,-0.0068154703,0.2770389,0.31062198,-0.08650198
-0.25997213,-0.012874572,-0.083293766,-0.13472511,-0.12278646,0.29654062,-0.13929495,0.16977043,-0.0007857771,-0.094252035,-0.18514323,-0.03881806,-0.12552717,-0.07470059,-0.117347255,0.18515,0.072315745,-0.0066634254,0.15175457,0.11481373,-0.14233878,-0.16971311,-0.07286195,-0.2752813,-0.13187447,-0.103692025,-0.047123216,-0.1791622,-0.040528163,0.042160567,0.13715212,-0.1306859
